,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.0001842893711639752
1,0.01,0.0001842893711639752
2,0.02,0.003592157161367305
3,0.03,0.004449327557033626
4,0.04,0.006717748886687155
5,0.05,0.006717748886687155
6,0.06,0.008139698787313627
7,0.07,0.008712451400889604
8,0.08,0.009288278411217488
9,0.09,0.009571148697173173
10,0.1,0.00984292810699602
11,0.11,0.010409858161462445
12,0.12,0.010409858161462445
13,0.13,0.010409858161462445
14,0.14,0.010409858161462445
15,0.15,0.010409858161462445
16,0.16,0.010705453308604753
17,0.17,0.010705453308604753
18,0.18,0.010705453308604753
19,0.19,0.010705453308604753
20,0.2,0.010987445197816132
21,0.21,0.010987445197816132
22,0.22,0.010987445197816132
23,0.23,0.010987445197816132
24,0.24,0.010987445197816132
25,0.25,0.010987445197816132
26,0.26,0.011276865023359462
27,0.27,0.011276865023359462
28,0.28,0.011276865023359462
29,0.29,0.011276865023359462
30,0.3,0.011276865023359462
31,0.31,0.011276865023359462
32,0.32,0.011276865023359462
33,0.33,0.011550783751992826
34,0.34,0.011550783751992826
35,0.35000000000000003,0.011550783751992826
36,0.36,0.011550783751992826
37,0.37,0.011550783751992826
38,0.38,0.011550783751992826
39,0.39,0.011550783751992826
40,0.4,0.011831356055865461
41,0.41000000000000003,0.011831356055865461
42,0.42,0.011831356055865461
43,0.43,0.011831356055865461
44,0.44,0.011831356055865461
45,0.45,0.011831356055865461
46,0.46,0.012118743552489568
47,0.47000000000000003,0.012118743552489568
48,0.48,0.012118743552489568
49,0.49,0.012118743552489568
50,0.5,0.012118743552489568
51,0.51,0.012118743552489568
52,0.52,0.012118743552489568
53,0.53,0.012413111785119417
54,0.54,0.012413111785119417
55,0.55,0.012413111785119417
56,0.56,0.012413111785119417
57,0.5700000000000001,0.01268922646132945
58,0.58,0.01268922646132945
59,0.59,0.01268922646132945
60,0.6,0.01268922646132945
61,0.61,0.012971482974956107
62,0.62,0.012971482974956107
63,0.63,0.012971482974956107
64,0.64,0.012971482974956107
65,0.65,0.013260017943753182
66,0.66,0.013260017943753182
67,0.67,0.013260017943753182
68,0.68,0.013260017943753182
69,0.6900000000000001,0.013260017943753182
70,0.7000000000000001,0.013260017943753182
71,0.71,0.013260017943753182
72,0.72,0.013554971024371348
73,0.73,0.013554971024371348
74,0.74,0.013554971024371348
75,0.75,0.013554971024371348
76,0.76,0.013554971024371348
77,0.77,0.013554971024371348
78,0.78,0.013554971024371348
79,0.79,0.013554971024371348
80,0.8,0.013828799695279554
81,0.81,0.013828799695279554
82,0.8200000000000001,0.013828799695279554
83,0.8300000000000001,0.013828799695279554
84,0.84,0.013828799695279554
85,0.85,0.013828799695279554
86,0.86,0.013828799695279554
87,0.87,0.014108160074140246
88,0.88,0.014108160074140246
89,0.89,0.014108160074140246
90,0.9,0.01439316390890434
91,0.91,0.01439316390890434
92,0.92,0.014683925204981843
93,0.93,0.014683925204981843
94,0.9400000000000001,0.014950629081493246
95,0.9500000000000001,0.014950629081493246
96,0.96,0.014950629081493246
97,0.97,0.014950629081493246
98,0.98,0.015252651924866805
99,0.99,0.015529685574838067
100,1.0,0.016655715219953002
