,cdf,Min Deadline to Meet Target Deadline Miss Rate of 10.0%
0,0.0,0.009288278411217488
1,0.01,0.010705453308604753
2,0.02,0.012118743552489568
3,0.03,0.014108160074140246
4,0.04,0.01439316390890434
5,0.05,0.014683925204981843
6,0.06,0.014683925204981843
7,0.07,0.015252651924866805
8,0.08,0.015252651924866805
9,0.09,0.015529685574838067
10,0.1,0.015529685574838067
11,0.11,0.016391344295595824
12,0.12,0.016391344295595824
13,0.13,0.016655715219953002
14,0.14,0.016655715219953002
15,0.15,0.0169582326839976
16,0.16,0.0169582326839976
17,0.17,0.017231746775903854
18,0.18,0.017231746775903854
19,0.19,0.017509672292034872
20,0.2,0.01779208038288807
21,0.21,0.01807904334652525
22,0.22,0.01807904334652525
23,0.23,0.01807904334652525
24,0.24,0.018666928933571365
25,0.25,0.018930103952989618
26,0.26,0.01923542174694104
27,0.27,0.019506611641635776
28,0.28,0.019506611641635776
29,0.29,0.019781624897208798
30,0.3,0.02006051541717455
31,0.31,0.02034333786500421
32,0.32,0.02034333786500421
33,0.33,0.02063014767483993
34,0.34,0.021215955035797776
35,0.35000000000000003,0.021215955035797776
36,0.36,0.021774803602925667
37,0.37,0.02208179488046369
38,0.38,0.022348372776335664
39,0.39,0.023213953100834992
40,0.4,0.02377782759137498
41,0.41000000000000003,0.024064880490925433
42,0.42,0.024649424285245334
43,0.43,0.02489715520083118
44,0.44,0.02550191521924695
45,0.45,0.025758213814027427
46,0.46,0.02606917451614132
47,0.47000000000000003,0.02633117416354552
48,0.48,0.02718739854909769
49,0.49,0.02773662061654186
50,0.5,0.028015378381472934
51,0.51,0.028296937709456103
52,0.52,0.029158708051296542
53,0.53,0.03028806114691645
54,0.54,0.030592461324073388
55,0.55,0.031148111663696996
56,0.56,0.03146115549514405
57,0.5700000000000001,0.03146115549514405
58,0.58,0.03171385427071461
59,0.59,0.03228987245080231
60,0.6,0.03314041860446005
61,0.61,0.03374234744757494
62,0.62,0.03456196006994819
63,0.63,0.03511939923823797
64,0.64,0.03540148135018221
65,0.65,0.03540148135018221
66,0.66,0.03568582917052709
67,0.67,0.03597246089764227
68,0.68,0.03766584388261353
69,0.6900000000000001,0.03858075951278698
70,0.7000000000000001,0.03912468894917585
71,0.71,0.03943894190131432
72,0.72,0.039994970390930897
73,0.73,0.040558838028008345
74,0.74,0.04221407617112971
75,0.75,0.04341277416141325
76,0.76,0.04455630819484311
77,0.77,0.0459132502547391
78,0.78,0.04817083562857485
79,0.79,0.04846072955106357
80,0.8,0.049936578983954726
81,0.81,0.050237099217171066
82,0.8200000000000001,0.05249688301267856
83,0.8300000000000001,0.055298944081633106
84,0.84,0.05954628079266658
85,0.85,0.060144731064356215
86,0.86,0.06554611040713508
87,0.87,0.06607258254659137
88,0.88,0.06987821156416514
89,0.89,0.0731676883341777
90,0.9,0.08053999870261405
91,0.91,0.08883262418353823
92,0.92,0.09489338459647714
93,0.93,0.107851365800874
94,0.9400000000000001,0.11338102546082132
95,0.9500000000000001,0.12631188033146398
96,0.96,0.1362857950016587
97,0.97,0.16513349025318164
98,0.98,0.18843520780869435
99,0.99,0.22604956362769368
100,1.0,0.571780166180292
