config_name,dataset_name,det_ratio,request_idx,prompt_hash,is_deterministic,input_len,output_len,rollbacks,tokens_rolled_back,ttft_s,latency_s,error
sglang_non_deterministic,sharegpt,1.0,0,04284feba71675ae,True,451,1044,0,0,6.076514630985912,154.73661182099022,
sglang_non_deterministic,sharegpt,1.0,1,e6cf79ababc72fb7,True,39,196,0,0,6.075920482981019,113.38730062398827,
sglang_non_deterministic,sharegpt,1.0,2,7c85e413b055faab,True,10,325,0,0,6.075360287039075,129.09909312200034,
sglang_non_deterministic,sharegpt,1.0,3,04bbe1429e020693,True,50,302,0,0,6.075060014030896,127.20809998002369,
sglang_non_deterministic,sharegpt,1.0,4,4327f643ed370f6c,True,157,770,0,0,6.0746586070163175,150.61781582300318,
sglang_non_deterministic,sharegpt,1.0,5,be15dd9df06acfb7,True,13,221,0,0,6.074351984017994,116.78905231499812,
sglang_non_deterministic,sharegpt,1.0,6,3277d26963602b5d,True,325,25,0,0,6.074005139991641,80.40658327599522,
sglang_non_deterministic,sharegpt,1.0,7,2cb03e78915b7c31,True,24,218,0,0,6.073759158025496,116.56647179601714,
sglang_non_deterministic,sharegpt,1.0,8,e4f92d2795a72744,True,3,11,0,0,6.073412635014392,75.53251723397989,
sglang_non_deterministic,sharegpt,1.0,9,768b13086acbd6de,True,16,447,0,0,6.073052271036431,138.05185006500687,
sglang_non_deterministic,sharegpt,1.0,10,1502fb164ea3498a,True,14,379,0,0,6.073020632960834,133.6070562179666,
sglang_non_deterministic,sharegpt,1.0,11,1f4a7802fb5e8763,True,361,36,0,0,6.072740438976325,83.25054244796047,
sglang_non_deterministic,sharegpt,1.0,12,58dee20681094044,True,18,150,0,0,6.072249177028425,106.00566334597534,
sglang_non_deterministic,sharegpt,1.0,13,b31637ee440cb4bb,True,115,178,0,0,6.072109316010028,110.44176110601984,
sglang_non_deterministic,sharegpt,1.0,14,69ad8af1c18b5c2c,True,26,768,0,0,6.071454196004197,150.57987466600025,
sglang_non_deterministic,sharegpt,1.0,15,42cbcb8f9e519d11,True,3,12,0,0,6.071373104001395,76.66953348601237,
sglang_non_deterministic,sharegpt,1.0,16,47cdee9da2b8f25b,True,25,105,0,0,6.070955773990136,98.10034809698118,
sglang_non_deterministic,sharegpt,1.0,17,904ebefc1585e710,True,11,584,0,0,6.070529568998609,144.80713701597415,
sglang_non_deterministic,sharegpt,1.0,18,04ab55b0c151953e,True,599,27,0,0,6.070126731006894,81.45219835004536,
sglang_non_deterministic,sharegpt,1.0,19,0ecf965461b074cb,True,674,14,0,0,6.0700011210283265,77.5655162630137,
sglang_non_deterministic,sharegpt,1.0,20,d7da11cdf980dfa9,True,581,259,0,0,6.069569888990372,121.91827413602732,
sglang_non_deterministic,sharegpt,1.0,21,b01505893353d7bb,True,234,3,0,0,6.069080229965039,65.01213049900252,
sglang_non_deterministic,sharegpt,1.0,22,861cddeef4d1ad8e,True,501,45,0,0,6.068798044056166,85.69165740103927,
sglang_non_deterministic,sharegpt,1.0,23,e12dbfed1c0ae783,True,33,159,0,0,6.068370847962797,107.30569440196268,
sglang_non_deterministic,sharegpt,1.0,24,d44d9622b1f89752,True,8,295,0,0,6.068396226968616,126.0963356649736,
sglang_non_deterministic,sharegpt,1.0,25,1fc01600821f4fac,True,1499,2,0,0,6.06797526095761,64.83185176498955,
sglang_non_deterministic,sharegpt,1.0,26,ddbaa1739bcb24c7,True,4,265,0,0,6.067353953025304,122.4415556199965,
sglang_non_deterministic,sharegpt,1.0,27,340fff39fc860ad2,True,22,360,0,0,6.0673810329753906,132.1379931580159,
sglang_non_deterministic,sharegpt,1.0,28,74500dcc7b684ea4,True,48,321,0,0,6.066965023986995,128.934061730979,
sglang_non_deterministic,sharegpt,1.0,29,bc7198e041183ab9,True,3308,83,0,0,6.066491860023234,93.60500000801403,
sglang_non_deterministic,sharegpt,1.0,30,fa250fd95287a23a,True,391,6,0,0,6.0659118730109185,69.49257537297672,
sglang_non_deterministic,sharegpt,1.0,31,1de43ea354a2304f,True,9,67,0,0,6.065958844032139,90.38919439201709,
sglang_non_deterministic,sharegpt,1.0,32,a32b5e8211747005,True,35,71,0,0,6.065407331043389,91.67984517704463,
sglang_non_deterministic,sharegpt,1.0,33,5060e68084f628ac,True,9,2,0,0,6.064981047005858,64.81595337705221,
sglang_non_deterministic,sharegpt,1.0,34,aa033ff8fa0978f7,True,108,195,0,0,6.065039756009355,113.29534900403814,
sglang_non_deterministic,sharegpt,1.0,35,02817876b20f1154,True,38,507,0,0,6.064597328018863,141.61272146500414,
sglang_non_deterministic,sharegpt,1.0,36,df0dc522d51b5b5f,True,79,127,0,0,6.064186807023361,102.24605094100116,
sglang_non_deterministic,sharegpt,1.0,37,b6b5a41fe29cedcf,True,313,4,0,0,6.063784079044126,68.16468146600528,
sglang_non_deterministic,sharegpt,1.0,38,59c669523531f7ae,True,1466,2,0,0,6.063663456996437,64.81674966000719,
sglang_non_deterministic,sharegpt,1.0,39,e89c60d2d06e502c,True,608,11,0,0,6.062969077960588,75.50318404100835,
sglang_non_deterministic,sharegpt,1.0,40,8dd483a4f57ec080,True,4,10,0,0,6.062901386001613,73.78478628600715,
sglang_non_deterministic,sharegpt,1.0,41,47fda4266f200544,True,307,15,0,0,6.062464494956657,78.56423515098868,
sglang_non_deterministic,sharegpt,1.0,42,731cc502b2d6e289,True,7,288,0,0,6.0620706410263665,125.57084751903312,
sglang_non_deterministic,sharegpt,1.0,43,e79b31881a81d44c,True,10,9,0,0,6.062121887982357,73.19399346399587,
sglang_non_deterministic,sharegpt,1.0,44,862e4fe79fc85860,True,40,68,0,0,6.0615958429989405,90.59556351101492,
sglang_non_deterministic,sharegpt,1.0,45,55fc94fa686ccadb,True,167,103,0,0,6.061168216983788,97.68402387195965,
sglang_non_deterministic,sharegpt,1.0,46,e1ef1f359f7e67b1,True,51,247,0,0,6.060713961021975,120.366520658019,
sglang_non_deterministic,sharegpt,1.0,47,7286ca5b59892cf9,True,961,111,0,0,6.060744196991436,99.16019552003127,
sglang_non_deterministic,sharegpt,1.0,48,1bfe778c0bc6760a,True,67,97,0,0,6.060282549005933,96.30075746402144,
sglang_non_deterministic,sharegpt,1.0,49,5cfbfec864aa7038,True,367,12,0,0,6.059758478018921,76.6591169500025,
sglang_non_deterministic,sharegpt,1.0,50,54f3ada76256f50a,True,249,25,0,0,6.059779460018035,80.43278927501524,
sglang_non_deterministic,sharegpt,1.0,51,4eae473aade27557,True,235,495,0,0,6.059352084004786,140.74543275596807,
sglang_non_deterministic,sharegpt,1.0,52,193082c74c3cdd10,True,97,164,0,0,6.0589369559893385,108.52590598497773,
sglang_non_deterministic,sharegpt,1.0,53,3c5b1869b12a3db9,True,45,118,0,0,6.058990348014049,100.64869362104218,
sglang_non_deterministic,sharegpt,1.0,54,049681863a01b84a,True,23,466,0,0,6.058757926977705,139.11093959398568,
sglang_non_deterministic,sharegpt,1.0,55,1678e47383d96c2f,True,10,372,0,0,6.058659227041062,133.18632279301528,
sglang_non_deterministic,sharegpt,1.0,56,7cc8f149b43b3650,True,356,10,0,0,6.058618284994736,73.8027155509917,
sglang_non_deterministic,sharegpt,1.0,57,140aa9e0ad110f57,True,278,25,0,0,6.058531523973215,80.43371257995022,
sglang_non_deterministic,sharegpt,1.0,58,d964d915fd24626c,True,395,26,0,0,6.058459535008296,80.67946647602366,
sglang_non_deterministic,sharegpt,1.0,59,369d42c1a63913ef,True,53,303,0,0,6.0576456660055555,127.20871644001454,
sglang_non_deterministic,sharegpt,1.0,60,83bc18d46d594f42,True,145,264,0,0,6.057646627014037,122.31028647301719,
sglang_non_deterministic,sharegpt,1.0,61,6e7e9d6889dce1dd,True,56,232,0,0,6.057561678986531,118.29405926499749,
sglang_non_deterministic,sharegpt,1.0,62,e3c1969ce71680a7,True,13,45,0,0,6.057492524036206,85.68080290302169,
sglang_non_deterministic,sharegpt,1.0,63,2a8a72d1359a51f4,True,390,89,0,0,6.057430451037362,94.77381388604408,
sglang_non_deterministic,sharegpt,1.0,64,0a6c3a43abdec65e,True,33,184,0,0,6.056596792011987,111.660241916019,
sglang_non_deterministic,sharegpt,1.0,65,ab593e57f720c4df,True,5,192,0,0,6.056592714972794,112.4687576770084,
sglang_non_deterministic,sharegpt,1.0,66,1d295ee6ec58d294,True,399,212,0,0,6.056349336984567,115.33458244102076,
sglang_non_deterministic,sharegpt,1.0,67,393b37fd56ad57b6,True,25,343,0,0,6.055505301977973,130.85480345401447,
sglang_non_deterministic,sharegpt,1.0,68,5497bea20ac291f7,True,390,12,0,0,6.055470079998486,76.65710896701785,
sglang_non_deterministic,sharegpt,1.0,69,e3d0ceb79b1b2d53,True,4,123,0,0,6.055400695011485,101.10524405300384,
sglang_non_deterministic,sharegpt,1.0,70,e8c929b1b0c2f5f2,True,2,10,0,0,6.0553436179761775,73.80002776096808,
sglang_non_deterministic,sharegpt,1.0,71,ac4e8725b8f95f77,True,27,193,0,0,6.054537190007977,112.61290743103018,
sglang_non_deterministic,sharegpt,1.0,72,a8887401bb968d49,True,282,42,0,0,6.054528117005248,84.82238535600482,
sglang_non_deterministic,sharegpt,1.0,73,fe35823df2a17213,True,17,202,0,0,6.054439372033812,113.90181460202439,
sglang_non_deterministic,sharegpt,1.0,74,303fafbc36fabf61,True,127,351,0,0,6.054394453996792,131.36633495701244,
sglang_non_deterministic,sharegpt,1.0,75,07e002e946cb47f8,True,29,416,0,0,6.054347273951862,136.18645026598824,
sglang_non_deterministic,sharegpt,1.0,76,d926415c01651fa1,True,320,21,0,0,6.054307282960508,79.90518940897891,
sglang_non_deterministic,sharegpt,1.0,77,7f11df509dcf1f21,True,150,166,0,0,6.053769500984345,108.67709180997917,
sglang_non_deterministic,sharegpt,1.0,78,aede3ef69d17f28c,True,23,267,0,0,6.053298768994864,122.66336767701432,
sglang_non_deterministic,sharegpt,1.0,79,8b780c9bf966a4f1,True,93,272,0,0,6.053228011995088,123.55926958099008,
sglang_non_deterministic,sharegpt,1.0,80,2359573b0d74c502,True,167,8,0,0,6.053217106033117,71.60098617500626,
sglang_non_deterministic,sharegpt,1.0,81,e90113a38f086750,True,8,216,0,0,6.053142762975767,115.89430025796173,
sglang_non_deterministic,sharegpt,1.0,82,3fd07398df0778d4,True,457,2,0,0,6.053101150027942,64.82102842401946,
sglang_non_deterministic,sharegpt,1.0,83,f0eefef92fff9687,True,383,464,0,0,6.053049152018502,139.01353027898585,
sglang_non_deterministic,sharegpt,1.0,84,2ab9bbdf8cae46de,True,86,396,0,0,6.052208120992873,134.78102518297965,
sglang_non_deterministic,sharegpt,1.0,85,71393b9e281104c7,True,1892,143,0,0,6.0521678710356355,104.59779192804126,
sglang_non_deterministic,sharegpt,1.0,86,e8bba754e7cda482,True,9,183,0,0,6.051763519993983,111.09080534696113,
sglang_non_deterministic,sharegpt,1.0,87,1a451954c57fd6bf,True,23,115,0,0,6.051777711021714,99.65268068900332,
sglang_non_deterministic,sharegpt,1.0,88,a85bcec0ff1de648,True,221,17,0,0,6.051349624001887,78.78258597000968,
sglang_non_deterministic,sharegpt,1.0,89,00d57082e70ea15a,True,10,166,0,0,6.051365197985433,108.642465789977,
sglang_non_deterministic,sharegpt,1.0,90,08b5710297434c56,True,751,949,0,0,6.051297865982633,153.27506742998958,
sglang_non_deterministic,sharegpt,1.0,91,90dfd319037de5e4,True,332,364,0,0,6.05124678905122,132.44336270500207,
sglang_non_deterministic,sharegpt,1.0,92,0870fdaf503ecc18,True,12,374,0,0,6.051199878973421,133.2452847159584,
sglang_non_deterministic,sharegpt,1.0,93,05ae5b3bfb1f9470,True,9,280,0,0,6.0511573139810935,124.58364472800167,
sglang_non_deterministic,sharegpt,1.0,94,3f3ee843c0241b5f,True,340,318,0,0,6.050381982990075,128.4108921480365,
sglang_non_deterministic,sharegpt,1.0,95,5c00c5ad801bd358,True,517,7,0,0,6.050397575949319,70.37745923298644,
sglang_non_deterministic,sharegpt,1.0,96,72ec29f3b32793f1,True,55,141,0,0,6.050278646987863,104.24222822400043,
sglang_non_deterministic,sharegpt,1.0,97,4986fe6275a8e16c,True,367,18,0,0,6.050209862994961,78.92551348800771,
sglang_non_deterministic,sharegpt,1.0,98,965b37a7e835fc84,True,23,577,0,0,6.050155200005975,144.51110359304585,
sglang_non_deterministic,sharegpt,1.0,99,ed65bb5d60b5a8ae,True,479,11,0,0,6.049332267022692,75.4492877710145,
sglang_non_deterministic,sharegpt,1.0,100,b7d3ef922447b92f,True,136,697,0,0,6.049342732003424,148.63632833200973,
sglang_non_deterministic,sharegpt,1.0,101,c37fd85da6b87bf6,True,53,283,0,0,6.049263642984442,124.74375108798267,
sglang_non_deterministic,sharegpt,1.0,102,43b66e5e2e3887ad,True,17,35,0,0,6.0491889299592,83.07327920896932,
sglang_non_deterministic,sharegpt,1.0,103,da5d140493143542,True,124,11,0,0,6.049130591971334,75.45547628996428,
sglang_non_deterministic,sharegpt,1.0,104,6c2f3bd3bc674849,True,28,235,0,0,6.049069339991547,118.44528911495581,
sglang_non_deterministic,sharegpt,1.0,105,e3aa6141d48dd24e,True,198,198,0,0,6.048246045946144,113.48076269595185,
sglang_non_deterministic,sharegpt,1.0,106,0dc9fdf0565b6a0c,True,406,21,0,0,6.048261759977322,79.85772290197201,
sglang_non_deterministic,sharegpt,1.0,107,a26007567502428a,True,17,1256,0,0,6.048261499032378,157.2155207080068,
sglang_non_deterministic,sharegpt,1.0,108,001f4a2a5d969765,True,351,56,0,0,6.048165904998314,88.31056873797206,
sglang_non_deterministic,sharegpt,1.0,109,f33c9c13400c3bc4,True,295,259,0,0,6.048116701014806,121.87832161103142,
sglang_non_deterministic,sharegpt,1.0,110,3d45039fe3bf7eaf,True,351,5,0,0,6.048069299024064,68.64124647399876,
sglang_non_deterministic,sharegpt,1.0,111,9552c10fcdf5cefa,True,277,25,0,0,6.047277742996812,80.39087474497501,
sglang_non_deterministic,sharegpt,1.0,112,a5e2ecc90110749a,True,3,57,0,0,6.047273357049562,88.41320354602067,
sglang_non_deterministic,sharegpt,1.0,113,b26338477cb3e9e7,True,112,23,0,0,6.04725691198837,80.11705660301959,
sglang_non_deterministic,sharegpt,1.0,114,9f2826e3e81b6b0c,True,7,19,0,0,6.047041876998264,79.08081629202934,
sglang_non_deterministic,sharegpt,1.0,115,2c3433f36071aa61,True,39,208,0,0,6.04700232797768,114.994095232978,
sglang_non_deterministic,sharegpt,1.0,116,b2e1f340be27010a,True,18,73,0,0,6.046177841024473,91.85381490102736,
sglang_non_deterministic,sharegpt,1.0,117,758baa4f4afbe311,True,99,49,0,0,6.046194447029848,86.81187764898641,
sglang_non_deterministic,sharegpt,1.0,118,a3e946eedbef13e1,True,44,66,0,0,6.046195078000892,90.14466654899297,
sglang_non_deterministic,sharegpt,1.0,119,0d13a86c9d9d572c,True,770,745,0,0,6.046171742025763,149.96665576600935,
sglang_non_deterministic,sharegpt,1.0,120,e934f07acab58bb7,True,35,419,0,0,6.046029146993533,136.29916136700194,
sglang_non_deterministic,sharegpt,1.0,121,0e3b4b727992e629,True,42,597,0,0,6.045980674040038,145.3095866490039,
sglang_non_deterministic,sharegpt,1.0,122,96b74430d140b077,True,8,107,0,0,6.0451923930086195,98.23995289503364,
sglang_non_deterministic,sharegpt,1.0,123,561317fb68ba158a,True,770,2,0,0,6.045190499979071,64.79546809999738,
sglang_non_deterministic,sharegpt,1.0,124,75fae91d2b6f08d2,True,11,161,0,0,6.045167705975473,107.6072350749746,
sglang_non_deterministic,sharegpt,1.0,125,244018b0746b0eec,True,213,28,0,0,6.045075647009071,81.52593943895772,
sglang_non_deterministic,sharegpt,1.0,126,2d8b3e85cea3b009,True,689,4,0,0,6.0450239990022965,68.1443129759864,
sglang_non_deterministic,sharegpt,1.0,127,81011103b71f5ad3,True,11,226,0,0,6.044184118974954,117.24534788297024,
sglang_non_deterministic,sharegpt,1.0,128,7098d4d543cd3a68,True,233,67,0,0,6.044205471989699,90.36981240299065,
